cod_condutorinfrator;num_auto;dat_apresentdoc;dat_entradasistema
111742;"R007501013";"2007-06-28";"2007-07-20"
111406;"R007501188";"2007-06-27";"2007-07-19"
106739;"R007502796";"2007-06-25";"2007-06-29"
106735;"R007502807";"2007-06-25";"2007-06-29"
110483;"R007503474";"2007-06-15";"2007-07-17"
118819;"R007504167";"2007-06-12";"2007-08-17"
120296;"R007504624";"2007-06-18";"2007-08-21"
118632;"R007504659";"2007-06-13";"2007-08-16"
108954;"R007505434";"2007-06-04";"2007-07-10"
109404;"R007506686";"2007-06-18";"2007-07-12"
105319;"R007508301";"2007-06-23";"2007-06-22"
101921;"R007508409";"2007-06-11";"2007-06-13"
91398;"R007511507";"2007-06-18";"2007-06-25"
114220;"R007511663";"2007-06-15";"2007-08-01"
101554;"R007514336";"2007-06-08";"2007-06-12"
100905;"R007514654";"2007-06-06";"2007-06-11"
32542;"R007514662";"2007-06-20";"2007-06-25"
103384;"L002515326";"2007-06-13";"2007-06-19"
100829;"R007514905";"2007-06-05";"2007-06-08"
110510;"R007515294";"2007-06-15";"2007-07-17"
110512;"R007515308";"2007-06-18";"2007-07-17"
105110;"R007515367";"2007-06-20";"2007-06-22"
108911;"R007515464";"2007-06-06";"2007-07-10"
34103;"R007515607";"2007-06-08";"2007-06-13"
1436;"R007515618";"2007-06-12";"2007-06-15"
114458;"R007515747";"2007-06-19";"2007-08-01"
114708;"R007515797";"2007-06-14";"2007-08-02"
117867;"R007515898";"2007-06-13";"2007-08-14"
103486;"R007516096";"2007-06-13";"2007-06-19"
114944;"R007516487";"2007-06-15";"2007-08-03"
106288;"R007516495";"2007-06-23";"2007-06-27"
120280;"R007516533";"2007-06-18";"2007-08-21"
119665;"R007516851";"2007-06-13";"2007-08-20"
119660;"R007516867";"2007-06-13";"2007-08-20"
107525;"R007516908";"2007-06-23";"2007-07-04"
119691;"R007516947";"2007-06-13";"2007-08-20"
120196;"R007516959";"2007-06-19";"2007-08-21"
114304;"R007517238";"2007-06-15";"2007-08-01"
109391;"R007517734";"2007-06-18";"2007-07-12"
118249;"R007517742";"2007-06-12";"2007-08-15"
114326;"R007517785";"2007-06-15";"2007-08-01"
107224;"L002515563";"2007-06-22";"2007-07-03"
105988;"L002515571";"2007-06-22";"2007-06-26"
60961;"R007518072";"2007-06-06";"2007-06-18"
107611;"R007518177";"2007-06-23";"2007-07-04"
120322;"R007518307";"2007-06-11";"2007-08-21"
109402;"R007518315";"2007-06-18";"2007-07-12"
101969;"R007518358";"2007-05-31";"2007-06-13"
119466;"R007518797";"2007-06-13";"2007-08-20"
109737;"R007519017";"2007-07-02";"2007-07-12"
119687;"R007519257";"2007-06-12";"2007-08-20"
101687;"R007519389";"2007-06-12";"2007-06-26"
112517;"R007519788";"2007-06-15";"2007-07-25"
105108;"R007520287";"2007-06-20";"2007-06-22"
105109;"R007520298";"2007-06-20";"2007-06-22"
119682;"R007520662";"2007-06-18";"2007-08-20"
119673;"R007520677";"2007-06-12";"2007-08-20"
105565;"R007520786";"2007-06-15";"2007-06-25"
103624;"R007521162";"2007-06-14";"2007-06-19"
115018;"R007521308";"2007-06-19";"2007-08-03"
119671;"R007521804";"2007-06-12";"2007-08-20"
111720;"R007522398";"2007-06-11";"2007-07-20"
107109;"R007522401";"2007-06-23";"2007-07-02"
111536;"R007522487";"2007-06-11";"2007-07-20"
108815;"R007522541";"2007-06-19";"2007-07-10"
118929;"R007522703";"2007-06-08";"2007-08-17"
110919;"R007522711";"2007-06-18";"2007-07-18"
104135;"R007522983";"2007-06-14";"2007-06-20"
119126;"R007523254";"2007-06-12";"2007-08-20"
111943;"R007523696";"2007-06-11";"2007-07-23"
111945;"R007523707";"2007-06-08";"2007-07-23"
111941;"R007523718";"2007-06-08";"2007-07-23"
118561;"R007524587";"2007-06-18";"2007-08-16"
109414;"R007524935";"2007-06-21";"2007-07-12"
118389;"R007524951";"2007-06-11";"2007-08-16"
109410;"R007525036";"2007-06-18";"2007-07-12"
97534;"R007525117";"2007-06-23";"2007-06-26"
118746;"R007525327";"2007-06-08";"2007-08-17"
112045;"R007525761";"2007-06-13";"2007-07-23"
108695;"L002515881";"2007-06-23";"2007-07-09"
108677;"R007526091";"2007-06-27";"2007-07-09"
106955;"R007526113";"2007-06-23";"2007-07-02"
118641;"R007526784";"2007-06-13";"2007-08-16"
114453;"R007526837";"2007-06-14";"2007-08-01"
111622;"R007527349";"2007-06-12";"2007-07-20"
114311;"R007527462";"2007-06-14";"2007-08-01"
108277;"R007527567";"2007-06-23";"2007-07-06"
42325;"R007527586";"2007-06-21";"2007-06-25"
120201;"R007527616";"2007-06-18";"2007-08-21"
106585;"L002515977";"2007-06-20";"2007-06-28"
105751;"R007527632";"2007-06-05";"2007-06-25"
118675;"R007527787";"2007-06-19";"2007-08-16"
114245;"R007527799";"2007-06-19";"2007-08-01"
76112;"R007527829";"2007-06-11";"2007-06-12"
118455;"R007528035";"2007-06-08";"2007-08-16"
119111;"R007528078";"2007-06-12";"2007-08-20"
63847;"R007528086";"2007-06-16";"2007-06-25"
119396;"R007528191";"2007-06-18";"2007-08-20"
119453;"R007528256";"2007-06-13";"2007-08-20"
118276;"R007528264";"2007-06-12";"2007-08-15"
102862;"R007528377";"2007-06-12";"2007-06-15"
90278;"R007528442";"2007-06-14";"2007-06-15"
101767;"R007528469";"2007-06-11";"2007-06-12"
102853;"R007528493";"2007-06-14";"2007-06-15"
118014;"R007528523";"2007-06-13";"2007-08-15"
119587;"R007528597";"2007-06-14";"2007-08-20"
105693;"R007528687";"2007-06-16";"2007-06-25"
109113;"R007528857";"2007-06-12";"2007-07-11"
119708;"R007529031";"2007-06-16";"2007-08-21"
108024;"R007529058";"2007-06-25";"2007-07-05"
120148;"R007529127";"2007-06-11";"2007-08-21"
118687;"R007529217";"2007-06-06";"2007-08-17"
119696;"R007529244";"2007-06-12";"2007-08-20"
108013;"R007529295";"2007-06-23";"2007-07-05"
119941;"R007529384";"2007-06-14";"2007-08-21"
120324;"R007529589";"2007-06-11";"2007-08-21"
105684;"R007529767";"2007-06-18";"2007-06-25"
119458;"R007529791";"2007-06-13";"2007-08-20"
118676;"R007529864";"2007-06-13";"2007-08-16"
118218;"R007529988";"2007-06-12";"2007-08-15"
107962;"R007530013";"2007-06-23";"2007-07-05"
118685;"R007530307";"2007-06-06";"2007-08-17"
107997;"R007530625";"2007-06-21";"2007-07-05"
106138;"R007530633";"2007-06-11";"2007-06-26"
107129;"R007530757";"2007-06-04";"2007-07-03"
108000;"R007530797";"2007-06-23";"2007-07-05"
108007;"R007530811";"2007-06-23";"2007-07-05"
118480;"R007530854";"2007-06-11";"2007-08-16"
108010;"R007530943";"2007-06-23";"2007-07-05"
108009;"R007530967";"2007-06-21";"2007-07-05"
105706;"R007531157";"2007-06-05";"2007-06-25"
120074;"R007531214";"2007-06-11";"2007-08-21"
108530;"R007531508";"2007-07-03";"2007-07-09"
120137;"R007531672";"2007-06-14";"2007-08-21"
119610;"R007531753";"2007-06-18";"2007-08-20"
119760;"R007531877";"2007-06-18";"2007-08-21"
118970;"R007532024";"2007-06-15";"2007-08-17"
107988;"R007532083";"2007-06-19";"2007-07-05"
105795;"R007532423";"2007-06-24";"2007-06-25"
107940;"R007532897";"2007-06-26";"2007-07-05"
107975;"R007533411";"2007-06-21";"2007-07-05"
120647;"R007533438";"2007-06-20";"2007-08-22"
120511;"R007533616";"2007-06-13";"2007-08-22"
119996;"R007533683";"2007-06-15";"2007-08-21"
120418;"R007533877";"2007-06-12";"2007-08-22"
114352;"R007534965";"2007-06-18";"2007-08-01"
119431;"R007535007";"2007-06-18";"2007-08-20"
115052;"R007535066";"2007-06-18";"2007-08-03"
119632;"R007535058";"2007-06-18";"2007-08-20"
109392;"R007535127";"2007-06-19";"2007-07-12"
118680;"R007535155";"2007-06-18";"2007-08-16"
119347;"R007535228";"2007-06-13";"2007-08-20"
120320;"R007535287";"2007-06-08";"2007-08-21"
119793;"R007535465";"2007-06-15";"2007-08-21"
120346;"R007536062";"2007-06-13";"2007-08-22"
120565;"R007536372";"2007-06-19";"2007-08-22"
119848;"R007536402";"2007-06-12";"2007-08-21"
119034;"R007536507";"2007-06-18";"2007-08-17"
119037;"R007536518";"2007-06-15";"2007-08-17"
120223;"R007536542";"2007-06-18";"2007-08-21"
120528;"R007536615";"2007-06-21";"2007-08-22"
118624;"R007536666";"2007-06-14";"2007-08-16"
110484;"R007536697";"2007-06-15";"2007-07-17"
114229;"R007536836";"2007-06-15";"2007-08-01"
106591;"L002516241";"2007-06-20";"2007-06-28"
119621;"R007537147";"2007-06-19";"2007-08-20"
102562;"L002516257";"2007-06-04";"2007-06-15"
119974;"R007537204";"2007-06-15";"2007-08-21"
118874;"R007537627";"2007-06-08";"2007-08-17"
110854;"R007537727";"2007-06-24";"2007-07-18"
110704;"R007538097";"2007-06-24";"2007-07-17"
106796;"R007538227";"2007-06-13";"2007-06-29"
119698;"R007538278";"2007-06-13";"2007-08-20"
106063;"R007538294";"2007-06-20";"2007-06-26"
106738;"R007538316";"2007-06-25";"2007-06-29"
106714;"L002516276";"2007-06-25";"2007-06-28"
106740;"L002516292";"2007-06-25";"2007-06-29"
106741;"L002516284";"2007-06-25";"2007-06-29"
106805;"R007538375";"2007-06-02";"2007-06-29"
103402;"R007538487";"2007-06-19";"2007-06-19"
118804;"R007538499";"2007-06-08";"2007-08-17"
106690;"R007538588";"2007-06-24";"2007-06-28"
111678;"R007538618";"2007-07-06";"2007-07-20"
102503;"R007538626";"2007-06-05";"2007-06-15"
36687;"R007538634";"2007-06-18";"2007-06-18"
105325;"R007538669";"2007-06-22";"2007-06-22"
91100;"R007538677";"2007-06-24";"2007-06-22"
103069;"R007538715";"2007-06-18";"2007-06-18"
118399;"R007538847";"2007-06-13";"2007-08-16"
99913;"R007539157";"2007-06-05";"2007-06-05"
108580;"R007539185";"2007-07-03";"2007-07-09"
108048;"R007539312";"2007-06-24";"2007-07-05"
119701;"R007539592";"2007-06-12";"2007-08-20"
120318;"R007539637";"2007-06-20";"2007-08-21"
102163;"R007539703";"2007-06-12";"2007-06-13"
102888;"R007539754";"2007-06-12";"2007-06-18"
118214;"R007539762";"2007-06-13";"2007-08-15"
106588;"L002516446";"2007-06-21";"2007-06-28"
102891;"L002516477";"2007-06-12";"2007-06-18"
77323;"R007539959";"2007-06-18";"2007-06-22"
103220;"R007540007";"2007-06-01";"2007-06-18"
102155;"L002516543";"2007-06-08";"2007-06-13"
105668;"L002516567";"2007-06-21";"2007-06-25"
117847;"R007540159";"2007-06-13";"2007-08-14"
105087;"R007540183";"2007-06-20";"2007-06-22"
106279;"R007540191";"2007-06-24";"2007-06-27"
114732;"R007540264";"2007-06-14";"2007-08-02"
119580;"R007540377";"2007-06-14";"2007-08-20"
103732;"L002516608";"2007-06-14";"2007-06-19"
105849;"L002516616";"2007-06-22";"2007-06-26"
108808;"R007540457";"2007-06-22";"2007-07-10"
100000;"R007540558";"2007-06-21";"2007-06-25"
112162;"R007540597";"2007-06-15";"2007-07-24"
3733;"L002516667";"2007-06-20";"2007-06-22"
113344;"R007540647";"2007-07-23";"2007-07-30"
112522;"L002516675";"2007-07-03";"2007-07-25"
119700;"R007540717";"2007-06-13";"2007-08-20"
106282;"R007540833";"2007-06-24";"2007-06-27"
117861;"R007540892";"2007-06-13";"2007-08-14"
103479;"R007540922";"2007-06-13";"2007-06-19"
106291;"L002516737";"2007-06-24";"2007-06-27"
1053;"R007541228";"2007-06-12";"2007-06-15"
105624;"R007541267";"2007-06-20";"2007-06-25"
106346;"R007541309";"2007-06-22";"2007-06-27"
119123;"R007541392";"2007-06-15";"2007-08-20"
105772;"R007541422";"2007-06-20";"2007-06-25"
105135;"R007541481";"2007-06-19";"2007-06-22"
105083;"L002516845";"2007-06-20";"2007-06-22"
105840;"L002516861";"2007-06-22";"2007-06-26"
105489;"L002516888";"2007-06-20";"2007-06-25"
119472;"R007541747";"2007-06-14";"2007-08-20"
119469;"R007541759";"2007-06-14";"2007-08-20"
107210;"L002516926";"2007-06-24";"2007-07-03"
118647;"R007541813";"2007-06-14";"2007-08-16"
104158;"L002516969";"2007-06-12";"2007-06-20"
119478;"R007541837";"2007-06-13";"2007-08-20"
107138;"R007541872";"2007-06-01";"2007-07-03"
120293;"R007541929";"2007-06-15";"2007-08-21"
112851;"R007541945";"2007-06-24";"2007-07-26"
106626;"R007541961";"2007-06-24";"2007-06-28"
120273;"R007542038";"2007-06-15";"2007-08-21"
105113;"R007542348";"2007-06-20";"2007-06-22"
106307;"R007542387";"2007-06-21";"2007-06-27"
105736;"R007542477";"2007-06-14";"2007-06-25"
4299;"L002517094";"2007-06-13";"2007-06-21"
112149;"L002517108";"2007-06-22";"2007-07-24"
112854;"L002517124";"2007-06-24";"2007-07-26"
108203;"R007542631";"2007-06-24";"2007-07-06"
111717;"R007542704";"2007-06-12";"2007-07-20"
108346;"L002517299";"2007-06-29";"2007-07-06"
118677;"R007543457";"2007-06-14";"2007-08-16"
108348;"L002517388";"2007-06-27";"2007-07-06"
111508;"L002517418";"2007-06-13";"2007-07-20"
105733;"R007543875";"2007-06-13";"2007-06-25"
108820;"R007544189";"2007-06-19";"2007-07-10"
120460;"R007544383";"2007-06-12";"2007-08-22"
108811;"R007544588";"2007-06-22";"2007-07-10"
105773;"R007544618";"2007-06-12";"2007-06-25"
102559;"L002517523";"2007-06-04";"2007-06-15"
114758;"R007544804";"2007-06-13";"2007-08-02"
111501;"R007544812";"2007-05-31";"2007-07-20"
119336;"R007545134";"2007-06-13";"2007-08-20"
110882;"R007545177";"2007-06-11";"2007-07-18"
109162;"R007545185";"2007-06-15";"2007-07-11"
108773;"R007545274";"2007-06-22";"2007-07-10"
106209;"R007545304";"2007-06-24";"2007-06-26"
114202;"R007545327";"2007-06-14";"2007-08-01"
119132;"R007545509";"2007-06-13";"2007-08-20"
119705;"R007546017";"2007-06-15";"2007-08-21"
120534;"R007546025";"2007-06-18";"2007-08-22"
102823;"R007546041";"2007-06-15";"2007-06-15"
105713;"R007546092";"2007-06-24";"2007-06-25"
119955;"R007546114";"2007-06-14";"2007-08-21"
109444;"R007546165";"2007-06-18";"2007-07-12"
109704;"R007546157";"2007-06-29";"2007-07-12"
118464;"R007546181";"2007-06-12";"2007-08-16"
119821;"R007546246";"2007-06-14";"2007-08-21"
44990;"R007546289";"2007-06-09";"2007-06-15"
102844;"R007546335";"2007-06-14";"2007-06-15"
118207;"R007546378";"2007-06-12";"2007-08-15"
118585;"R007546408";"2007-06-15";"2007-08-16"
105798;"R007546447";"2007-06-24";"2007-06-25"
119670;"R007546874";"2007-06-12";"2007-08-20"
110234;"R007546963";"2007-06-08";"2007-07-16"
120503;"R007547102";"2007-06-11";"2007-08-22"
114165;"R007547129";"2007-06-14";"2007-08-01"
114420;"R007547242";"2007-06-15";"2007-08-01"
120846;"R007559135";"2007-06-20";"2007-08-23"
119109;"R007564481";"2007-06-15";"2007-08-17"
106693;"R007565283";"2007-06-28";"2007-06-28"
110879;"R007566767";"2007-06-22";"2007-07-18"
110220;"R007567421";"2007-06-19";"2007-07-16"
103538;"R007567502";"2007-06-19";"2007-06-19"
103257;"R007569637";"2007-06-11";"2007-06-18"
105785;"R007572603";"2007-06-25";"2007-06-25"
106772;"R007572654";"2007-06-29";"2007-06-29"
104036;"R007572677";"2007-06-19";"2007-06-20"
106555;"R007572689";"2007-06-28";"2007-06-28"
107443;"R007572913";"2007-06-28";"2007-07-03"
106150;"R007573235";"2007-06-26";"2007-06-26"
118638;"R007579306";"2007-06-15";"2007-08-16"
104895;"L002518198";"2007-06-18";"2007-06-21"
105115;"R007582137";"2007-06-20";"2007-06-22"
106304;"L002518511";"2007-06-21";"2007-06-27"
119426;"R007587848";"2007-06-15";"2007-08-20"
108457;"E000030023";"2007-06-28";"2007-07-09"
107555;"E000030139";"2007-05-26";"2007-07-04"
106778;"E000030236";"2007-06-28";"2007-06-29"
112345;"E000030473";"2007-06-28";"2007-07-24"
108155;"E000030627";"2007-06-28";"2007-07-05"
106685;"B000267716";"2007-06-28";"2007-06-28"
106472;"B094239231";"2007-06-27";"2007-06-27"
105641;"E000031267";"2007-06-25";"2007-06-25"
108386;"B095196889";"2007-06-26";"2007-07-06"
112008;"E000031364";"2007-06-13";"2007-07-23"
109832;"E000031387";"2007-07-05";"2007-07-13"
106784;"B095126147";"2007-06-27";"2007-06-29"
108278;"E000031461";"2007-06-27";"2007-07-06"
109018;"E000031496";"2007-06-26";"2007-07-10"
104430;"B095126187";"2007-06-13";"2007-06-20"
106782;"B085770205";"2007-06-28";"2007-06-29"
107360;"B085915351";"2007-06-27";"2007-07-03"
108405;"B093235077";"2007-06-28";"2007-07-06"
120373;"B000084937";"2007-06-13";"2007-08-22"
120448;"B000138107";"2007-06-13";"2007-08-22"
114971;"B000162736";"2007-06-15";"2007-08-03"
120554;"B000162744";"2007-06-21";"2007-08-22"
108839;"B093227825";"2007-06-18";"2007-07-10"
108248;"B000067938";"2007-06-27";"2007-07-06"
107362;"B000067946";"2007-06-27";"2007-07-03"
109682;"B000138339";"2007-06-28";"2007-07-12"
120951;"B000192047";"2007-06-18";"2007-08-23"
107225;"B094989788";"2007-06-28";"2007-07-03"
111519;"B000253782";"2007-06-11";"2007-07-20"
96759;"B065655237";"2007-06-11";"2007-06-19"
109385;"B000116394";"2007-06-21";"2007-07-12"
102386;"B085770612";"2007-06-12";"2007-06-14"
110718;"B000393107";"2007-07-06";"2007-07-17"
107580;"B085526452";"2007-06-19";"2007-07-04"
120193;"B000133477";"2007-06-19";"2007-08-21"
107316;"B091264405";"2007-06-18";"2007-07-03"
107166;"B085720697";"2007-06-28";"2007-07-03"
103888;"B085720712";"2007-06-06";"2007-06-19"
107021;"B085717592";"2007-06-16";"2007-07-02"
110618;"B000403555";"2007-06-08";"2007-07-17"
109149;"B000472123";"2007-06-13";"2007-07-11"
119840;"B000162558";"2007-06-14";"2007-08-21"
102548;"B085770787";"2007-06-13";"2007-06-15"
121341;"B000157759";"2007-06-12";"2007-08-24"
120558;"B000162418";"2007-06-19";"2007-08-22"
118352;"B000162426";"2007-06-14";"2007-08-16"
121427;"B000162434";"2007-06-21";"2007-08-24"
106678;"E000032557";"2007-06-28";"2007-06-28"
107792;"E000032654";"2007-06-27";"2007-07-05"
104110;"B090945298";"2007-06-19";"2007-06-20"
112278;"E000032875";"2007-06-11";"2007-07-24"
103834;"E000033006";"2007-06-15";"2007-06-19"
77873;"B085752467";"2007-06-08";"2007-06-22"
106050;"B000422711";"2007-06-12";"2007-06-26"
104211;"B000347547";"2007-06-14";"2007-06-20"
106572;"E000033235";"2007-06-25";"2007-06-28"
120102;"R007547358";"2007-06-13";"2007-08-21"
120958;"R007548028";"2007-06-20";"2007-08-23"
120119;"R007548036";"2007-06-14";"2007-08-21"
120959;"R007548001";"2007-06-20";"2007-08-23"
115027;"R007548079";"2007-06-18";"2007-08-03"
120666;"R007548192";"2007-06-19";"2007-08-23"
120539;"R007548338";"2007-06-21";"2007-08-22"
102665;"R007548354";"2007-06-06";"2007-06-15"
109648;"R007548467";"2007-06-28";"2007-07-12"
121228;"R007548486";"2007-06-20";"2007-08-24"
119456;"R007548547";"2007-06-15";"2007-08-20"
119694;"R007548664";"2007-06-13";"2007-08-20"
114240;"R007548687";"2007-06-15";"2007-08-01"
109430;"R007548877";"2007-06-19";"2007-07-12"
109612;"R007548907";"2007-06-28";"2007-07-12"
109614;"R007548915";"2007-06-28";"2007-07-12"
115048;"R007550243";"2007-06-18";"2007-08-03"
118271;"R007550308";"2007-06-14";"2007-08-15"
79717;"R007550347";"2007-06-28";"2007-06-26"
109454;"R007550529";"2007-06-20";"2007-07-12"
109388;"R007550577";"2007-06-20";"2007-07-12"
120484;"R007550774";"2007-06-13";"2007-08-22"
114337;"R007550936";"2007-06-18";"2007-08-01"
121250;"R007550952";"2007-06-20";"2007-08-24"
120343;"R007551274";"2007-06-12";"2007-08-22"
119163;"R007551312";"2007-06-16";"2007-08-20"
108607;"R007551479";"2007-06-28";"2007-07-09"
119780;"R007551487";"2007-06-18";"2007-08-21"
117870;"R007552696";"2007-06-13";"2007-08-14"
121420;"R007553021";"2007-06-21";"2007-08-24"
103904;"R007553037";"2007-06-14";"2007-06-19"
109678;"R007553087";"2007-06-28";"2007-07-12"
120311;"R007553177";"2007-06-19";"2007-08-21"
120313;"R007553161";"2007-06-20";"2007-08-21"
109627;"R007553447";"2007-06-27";"2007-07-12"
118166;"R007553625";"2007-06-13";"2007-08-15"
121184;"R007553897";"2007-06-20";"2007-08-24"
109723;"R007554157";"2007-07-02";"2007-07-12"
109726;"R007554168";"2007-07-02";"2007-07-12"
120956;"R007554338";"2007-06-19";"2007-08-23"
121439;"R007557388";"2007-06-20";"2007-08-24"
120938;"R007557457";"2007-06-18";"2007-08-23"
109400;"R007557647";"2007-06-20";"2007-07-12"
120578;"R007557809";"2007-06-20";"2007-08-22"
118269;"R007557817";"2007-06-14";"2007-08-15"
121071;"R007557922";"2007-06-19";"2007-08-24"
109684;"R007558015";"2007-06-28";"2007-07-12"
109656;"R007558171";"2007-06-29";"2007-07-12"
120882;"R007558627";"2007-06-18";"2007-08-23"
120233;"R007558635";"2007-06-19";"2007-08-21"
119599;"R007558651";"2007-06-14";"2007-08-20"
118990;"R007558837";"2007-06-14";"2007-08-17"
120762;"R007558988";"2007-06-10";"2007-08-23"
120843;"R007559143";"2007-06-20";"2007-08-23"
121406;"R007559577";"2007-06-25";"2007-08-24"
121412;"R007559984";"2007-06-25";"2007-08-24"
118107;"R007560117";"2007-06-13";"2007-08-15"
120545;"R007560168";"2007-06-13";"2007-08-22"
119421;"R007560222";"2007-06-14";"2007-08-20"
118104;"R007560237";"2007-06-13";"2007-08-15"
114658;"R007560389";"2007-06-19";"2007-08-02"
118923;"R007560435";"2007-06-11";"2007-08-17"
109710;"R007560621";"2007-07-02";"2007-07-12"
121436;"R007560947";"2007-06-22";"2007-08-24"
119118;"R007560997";"2007-06-15";"2007-08-20"
114302;"R007561229";"2007-06-18";"2007-08-01"
114288;"R007561237";"2007-06-15";"2007-08-01"
120791;"R007561369";"2007-06-20";"2007-08-23"
120863;"R007561695";"2007-06-19";"2007-08-23"
120950;"R007561946";"2007-06-16";"2007-08-23"
109707;"R007562087";"2007-07-02";"2007-07-12"
119294;"R007562098";"2007-06-14";"2007-08-20"
118277;"R007562136";"2007-06-14";"2007-08-15"
121335;"R007562454";"2007-06-12";"2007-08-24"
121438;"R007562616";"2007-06-22";"2007-08-24"
115037;"R007563317";"2007-06-18";"2007-08-03"
114976;"R007563377";"2007-06-15";"2007-08-03"
120622;"R007563485";"2007-06-20";"2007-08-22"
121298;"R007563523";"2007-06-11";"2007-08-24"
114899;"R007563809";"2007-06-13";"2007-08-03"
120531;"R007563997";"2007-06-19";"2007-08-22"
104912;"R007564023";"2007-06-18";"2007-06-21"
120424;"R007564112";"2007-06-12";"2007-08-22"
120782;"R007564104";"2007-06-19";"2007-08-23"
121393;"R007564171";"2007-06-22";"2007-08-24"
120650;"R007564201";"2007-06-20";"2007-08-22"
106753;"R007564317";"2007-06-28";"2007-06-29"
107188;"L002517957";"2007-06-22";"2007-07-03"
114323;"R007564457";"2007-06-18";"2007-08-01"
119775;"R007565038";"2007-06-16";"2007-08-21"
109228;"R007565194";"2007-06-27";"2007-07-11"
111506;"R007565593";"2007-07-12";"2007-07-20"
113212;"R007565615";"2007-07-19";"2007-07-27"
109008;"R007565712";"2007-06-27";"2007-07-10"
104731;"R007565957";"2007-06-20";"2007-06-21"
105626;"R007565976";"2007-06-25";"2007-06-25"
106687;"R007566077";"2007-06-27";"2007-06-28"
109158;"R007566247";"2007-06-26";"2007-07-11"
106725;"R007566476";"2007-06-22";"2007-06-28"
102761;"R007566492";"2007-06-13";"2007-06-15"
111157;"R007566743";"2007-06-26";"2007-07-19"
113650;"R007566905";"2007-06-26";"2007-07-30"
107429;"R007567626";"2007-06-28";"2007-07-03"
108172;"R007567723";"2007-06-26";"2007-07-06"
107454;"R007567766";"2007-06-28";"2007-07-03"
107442;"R007567774";"2007-06-28";"2007-07-03"
107354;"R007567782";"2007-06-28";"2007-07-03"
107339;"R007567797";"2007-06-28";"2007-07-03"
107389;"R007567707";"2007-06-28";"2007-07-03"
107430;"R007567685";"2007-06-28";"2007-07-03"
118634;"R007567812";"2007-06-15";"2007-08-16"
107446;"L002517997";"2007-06-28";"2007-07-03"
108422;"R007568061";"2007-06-28";"2007-07-06"
108253;"R007569068";"2007-06-28";"2007-07-06"
106601;"R007569548";"2007-06-28";"2007-06-28"
108403;"R007569785";"2007-06-28";"2007-07-06"
85472;"R007569823";"2007-06-12";"2007-06-15"
105880;"R007569897";"2007-06-26";"2007-06-26"
108683;"R007569904";"2007-06-28";"2007-07-09"
106166;"R007570295";"2007-06-28";"2007-06-26"
102434;"R007570767";"2007-06-08";"2007-06-14"
102626;"R007570856";"2007-06-28";"2007-06-15"
110735;"R007571224";"2007-06-14";"2007-07-17"
104153;"R007571321";"2007-06-06";"2007-06-20"
108280;"R007571507";"2007-06-28";"2007-07-06"
121369;"R007571631";"2007-06-25";"2007-08-24"
104508;"R007572247";"2007-06-28";"2007-06-21"
107092;"R007573006";"2007-07-02";"2007-07-02"
106464;"R007573448";"2007-06-28";"2007-06-27"
106800;"R007573553";"2007-06-28";"2007-06-29"
104364;"R007573731";"2007-06-11";"2007-06-20"
108152;"R007573952";"2007-06-28";"2007-07-05"
109046;"R007574029";"2007-06-27";"2007-07-11"
107901;"R007574479";"2007-06-21";"2007-07-05"
107802;"R007574703";"2007-06-27";"2007-07-05"
107878;"R007574711";"2007-06-20";"2007-07-05"
107837;"R007574746";"2007-06-27";"2007-07-05"
105084;"R007574789";"2007-06-13";"2007-06-22"
109051;"R007575057";"2007-07-03";"2007-07-11"
107848;"R007575203";"2007-06-27";"2007-07-05"
109789;"R007575227";"2007-06-25";"2007-07-13"
107852;"R007575297";"2007-06-27";"2007-07-05"
109501;"R007575319";"2007-06-25";"2007-07-12"
108560;"R007575408";"2007-06-28";"2007-07-09"
109805;"R007575629";"2007-07-20";"2007-07-13"
107824;"R007575637";"2007-06-27";"2007-07-05"
109494;"R007575718";"2007-06-25";"2007-07-12"
110942;"R007575742";"2007-07-17";"2007-07-18"
107829;"R007575847";"2007-06-27";"2007-07-05"
107858;"R007576005";"2007-06-27";"2007-07-05"
107767;"R007576037";"2007-06-26";"2007-07-05"
109427;"R007576102";"2007-06-18";"2007-07-12"
107903;"R007576129";"2007-06-21";"2007-07-05"
107764;"R007576153";"2007-06-26";"2007-07-05"
111005;"R007576161";"2007-06-25";"2007-07-18"
110984;"R007576323";"2007-06-25";"2007-07-18"
108149;"R007576412";"2007-06-28";"2007-07-05"
120939;"R007576877";"2007-06-18";"2007-08-23"
108151;"R007576986";"2007-06-28";"2007-07-05"
106535;"L002518031";"2007-06-21";"2007-06-28"
104953;"R007577125";"2007-06-21";"2007-06-21"
106471;"R007577451";"2007-06-26";"2007-06-27"
107067;"R007577494";"2007-06-28";"2007-07-02"
109619;"R007578105";"2007-06-28";"2007-07-12"
118876;"R007578466";"2007-06-08";"2007-08-17"
109750;"R007578555";"2007-07-02";"2007-07-12"
121214;"R007578784";"2007-06-19";"2007-08-24"
103483;"R007578837";"2007-06-13";"2007-06-19"
105219;"R007578849";"2007-06-19";"2007-06-22"
107274;"R007578881";"2007-06-28";"2007-07-03"
108478;"L002518155";"2007-07-02";"2007-07-09"
106914;"R007579128";"2007-06-27";"2007-07-02"
114206;"R007579241";"2007-06-14";"2007-08-01"
108234;"L002518171";"2007-06-19";"2007-07-06"
114231;"R007579373";"2007-06-14";"2007-08-01"
114910;"R007579397";"2007-06-14";"2007-08-03"
