cod_condutorinfrator;num_auto;dat_apresentdoc;dat_entradasistema
142618;"R008812055";"2007-09-17";"2007-11-13"
127014;"R008812507";"2007-09-11";"2007-09-17"
142811;"R008812748";"2007-09-18";"2007-11-13"
143287;"R008812772";"2007-09-17";"2007-11-19"
132759;"R008813213";"2007-09-11";"2007-10-04"
133917;"R008813353";"2007-09-18";"2007-10-09"
135547;"R008813485";"2007-09-12";"2007-10-15"
132788;"R008813558";"2007-09-10";"2007-10-04"
141437;"R008813884";"2007-10-14";"2007-11-06"
137061;"R008814007";"2007-09-21";"2007-10-18"
132785;"R008814058";"2007-09-11";"2007-10-04"
134538;"R008814295";"2007-09-21";"2007-10-10"
134886;"R008814414";"2007-09-20";"2007-10-11"
134139;"R008814457";"2007-09-18";"2007-10-09"
134132;"R008814497";"2007-09-18";"2007-10-09"
134118;"R008814686";"2007-09-18";"2007-10-09"
127980;"R008814899";"2007-09-13";"2007-09-19"
127314;"R008815027";"2007-09-13";"2007-09-18"
128921;"R008815046";"2007-09-21";"2007-09-21"
127986;"R008815077";"2007-09-13";"2007-09-19"
128581;"R008815089";"2007-09-23";"2007-09-20"
127339;"R008815097";"2007-09-13";"2007-09-18"
127962;"R008815143";"2007-09-14";"2007-09-19"
127347;"R008815151";"2007-09-13";"2007-09-18"
127346;"R008815167";"2007-09-13";"2007-09-18"
127982;"R008815178";"2007-09-13";"2007-09-19"
127319;"R008815186";"2007-09-13";"2007-09-18"
130353;"R008814953";"2007-09-20";"2007-09-27"
127514;"R008814937";"2007-09-13";"2007-09-18"
125794;"R008815011";"2007-09-06";"2007-09-12"
135463;"R008815461";"2007-10-09";"2007-10-15"
128659;"R008815895";"2007-09-18";"2007-09-21"
128646;"R008815976";"2007-09-13";"2007-09-21"
126868;"R008815984";"2007-09-11";"2007-09-17"
128638;"R008816018";"2007-09-21";"2007-09-21"
129292;"R008816395";"2007-09-21";"2007-09-24"
129475;"R008816514";"2007-09-24";"2007-09-25"
125715;"R008816743";"2007-09-04";"2007-09-12"
128852;"R008816972";"2007-09-14";"2007-09-21"
137123;"R008817189";"2007-09-25";"2007-10-18"
131712;"R008817316";"2007-09-23";"2007-10-02"
130985;"R008817383";"2007-08-31";"2007-09-28"
124220;"R008817437";"2007-09-23";"2007-09-04"
130379;"R008817626";"2007-08-23";"2007-09-27"
128648;"R008818428";"2007-09-19";"2007-09-21"
133980;"R008818452";"2007-09-11";"2007-10-09"
129092;"R008818533";"2007-09-10";"2007-09-24"
126520;"R008818649";"2007-09-14";"2007-09-14"
139017;"R008818932";"2007-09-12";"2007-10-25"
139013;"R008818947";"2007-09-14";"2007-10-25"
124257;"R008821062";"2007-08-31";"2007-09-04"
129650;"R008821097";"2007-09-23";"2007-09-25"
127841;"R008821313";"2007-08-31";"2007-09-18"
129640;"R008821488";"2007-09-23";"2007-09-25"
128991;"R008821526";"2007-09-03";"2007-09-21"
128756;"R008821557";"2007-09-19";"2007-09-21"
125211;"R008822042";"2007-09-05";"2007-09-10"
130968;"R008822093";"2007-09-14";"2007-09-28"
128981;"R008822468";"2007-09-11";"2007-09-21"
129430;"R008822506";"2007-09-21";"2007-09-25"
129387;"R008822603";"2007-09-21";"2007-09-25"
131926;"R008822913";"2007-09-23";"2007-10-02"
127132;"R008823049";"2007-09-03";"2007-09-17"
127700;"R008823103";"2007-09-17";"2007-09-18"
125224;"R008823405";"2007-09-23";"2007-09-10"
129656;"R008823472";"2007-09-10";"2007-09-25"
130936;"R008823952";"2007-09-17";"2007-09-28"
129788;"R008824126";"2007-09-21";"2007-09-26"
127690;"R008824327";"2007-09-17";"2007-09-18"
129357;"R008824637";"2007-09-21";"2007-09-25"
129028;"R008824762";"2007-09-21";"2007-09-24"
128694;"R008825017";"2007-09-23";"2007-09-21"
129749;"R008825165";"2007-09-21";"2007-09-26"
129746;"R008825367";"2007-09-21";"2007-09-26"
129027;"R008825491";"2007-09-21";"2007-09-24"
130896;"R008827052";"2007-09-23";"2007-09-28"
128678;"R008827524";"2007-09-19";"2007-09-21"
129696;"R008827664";"2007-09-25";"2007-09-25"
129212;"R008827729";"2007-09-21";"2007-09-24"
128666;"R008827737";"2007-09-19";"2007-09-21"
129377;"R008828423";"2007-09-23";"2007-09-25"
129381;"R008828563";"2007-09-23";"2007-09-25"
129432;"R008828695";"2007-09-20";"2007-09-25"
128193;"R008828725";"2007-09-17";"2007-09-19"
129366;"R008828768";"2007-09-23";"2007-09-25"
132112;"R008828927";"2007-09-20";"2007-10-03"
129392;"R008829087";"2007-09-23";"2007-09-25"
125275;"R008829284";"2007-09-10";"2007-09-11"
130745;"R008829799";"2007-09-21";"2007-09-27"
126301;"R008829817";"2007-09-12";"2007-09-13"
127591;"R008830118";"2007-09-10";"2007-09-18"
126591;"R008830134";"2007-09-14";"2007-09-14"
127785;"R008830266";"2007-09-17";"2007-09-18"
131377;"R008830339";"2007-09-21";"2007-10-01"
142299;"R008830398";"2007-09-23";"2007-11-12"
127776;"R008830738";"2007-09-12";"2007-09-18"
133037;"L002603934";"2007-09-24";"2007-10-05"
130074;"R008831137";"2007-09-21";"2007-09-26"
143058;"R008831173";"2007-09-21";"2007-11-14"
127851;"R008831227";"2007-09-13";"2007-09-18"
129185;"R008831319";"2007-09-21";"2007-09-24"
130365;"R008831335";"2007-09-23";"2007-09-27"
130434;"R008831408";"2007-09-23";"2007-09-27"
125829;"R008831602";"2007-09-11";"2007-09-12"
131559;"L002604086";"2007-09-22";"2007-10-02"
125791;"R008831726";"2007-09-10";"2007-09-12"
125946;"L002604108";"2007-09-06";"2007-09-12"
125330;"R008831874";"2007-09-10";"2007-09-11"
130662;"R008831904";"2007-09-23";"2007-09-27"
124989;"R008831998";"2007-09-05";"2007-09-10"
130855;"R008832005";"2007-09-18";"2007-09-28"
127281;"R008832087";"2007-09-11";"2007-09-18"
130819;"R008832177";"2007-09-23";"2007-09-28"
129413;"R008832257";"2007-09-23";"2007-09-25"
126675;"R008832307";"2007-09-11";"2007-09-17"
128522;"R008832331";"2007-09-11";"2007-09-20"
130345;"R008832501";"2007-09-19";"2007-09-27"
128361;"R008832625";"2007-09-14";"2007-09-20"
126784;"R008832722";"2007-09-11";"2007-09-17"
125722;"R008832737";"2007-09-04";"2007-09-12"
141603;"R008832877";"2007-09-10";"2007-11-07"
131327;"L002604523";"2007-09-05";"2007-10-01"
130821;"R008833346";"2007-09-23";"2007-09-28"
131169;"R008833362";"2007-09-21";"2007-10-01"
130081;"L002604698";"2007-09-21";"2007-09-26"
142282;"R008833486";"2007-09-13";"2007-11-09"
136888;"R008833583";"2007-09-26";"2007-10-18"
127004;"R008833687";"2007-09-03";"2007-09-17"
129526;"R008833931";"2007-09-23";"2007-09-25"
141338;"R008833958";"2007-09-11";"2007-11-06"
141334;"R008833966";"2007-09-10";"2007-11-06"
129852;"R008834091";"2007-09-14";"2007-09-26"
132051;"R008834148";"2007-09-23";"2007-10-03"
143627;"R008834277";"2007-09-27";"2007-11-21"
126817;"R008834318";"2007-09-10";"2007-09-17"
129800;"R008834326";"2007-09-17";"2007-09-26"
131105;"R008834512";"2007-09-10";"2007-10-01"
125496;"R008834733";"2007-09-04";"2007-09-11"
131368;"R008834768";"2007-09-21";"2007-10-01"
131516;"R008835117";"2007-09-21";"2007-10-02"
134427;"R008835209";"2007-09-21";"2007-10-10"
126138;"R008835217";"2007-08-31";"2007-09-13"
131827;"R008835292";"2007-09-10";"2007-10-02"
126808;"R008835322";"2007-09-06";"2007-09-17"
125383;"R008835349";"2007-08-31";"2007-09-11"
134431;"R008835462";"2007-09-20";"2007-10-10"
125407;"L002605267";"2007-08-31";"2007-09-11"
130511;"R008835551";"2007-09-13";"2007-09-27"
129047;"R008835721";"2007-09-05";"2007-09-24"
129104;"R008835926";"2007-09-14";"2007-09-24"
128688;"R008835942";"2007-09-23";"2007-09-21"
128684;"R008835957";"2007-09-23";"2007-09-21"
127414;"R008835985";"2007-09-23";"2007-09-18"
127350;"R008836147";"2007-09-11";"2007-09-18"
131087;"R008836167";"2007-09-03";"2007-10-01"
125899;"R008836183";"2007-09-03";"2007-09-12"
129226;"R008836191";"2007-09-23";"2007-09-24"
124711;"R008836329";"2007-09-05";"2007-09-06"
129384;"R008836531";"2007-09-23";"2007-09-25"
130476;"R008836671";"2007-09-23";"2007-09-27"
141677;"R008836717";"2007-09-23";"2007-11-07"
141645;"R008836744";"2007-09-23";"2007-11-07"
124670;"R008836973";"2007-09-23";"2007-09-05"
133999;"R008837104";"2007-10-04";"2007-10-09"
130558;"R008837127";"2007-09-23";"2007-09-27"
131228;"R008837187";"2007-09-23";"2007-10-01"
130369;"R008837267";"2007-09-23";"2007-09-27"
125699;"R008837376";"2007-09-10";"2007-09-12"
141352;"L002605497";"2007-10-30";"2007-11-06"
131529;"R008837511";"2007-09-23";"2007-10-02"
129127;"R008837619";"2007-09-19";"2007-09-24"
129124;"R008837635";"2007-09-19";"2007-09-24"
127292;"L002605511";"2007-09-23";"2007-09-18"
129651;"R008838003";"2007-09-23";"2007-09-25"
129449;"R008839018";"2007-09-11";"2007-09-25"
128072;"R008839255";"2007-09-10";"2007-09-19"
125753;"R008839395";"2007-09-01";"2007-09-12"
124957;"R008839457";"2007-09-05";"2007-09-10"
127021;"R008839627";"2007-09-03";"2007-09-17"
131851;"R008839743";"2007-09-23";"2007-10-02"
131110;"R008839824";"2007-09-21";"2007-10-01"
131854;"R008839859";"2007-09-23";"2007-10-02"
130935;"R008839891";"2007-09-23";"2007-09-28"
138033;"R008839937";"2007-09-23";"2007-10-23"
129235;"R008840217";"2007-09-03";"2007-09-24"
129987;"R008840377";"2007-09-23";"2007-09-26"
132043;"R008840497";"2007-09-23";"2007-10-03"
131084;"R008840587";"2007-09-18";"2007-10-01"
130649;"R008840628";"2007-09-13";"2007-09-27"
125632;"R008840679";"2007-09-11";"2007-09-12"
142849;"R008840865";"2007-09-17";"2007-11-14"
127447;"R008840911";"2007-09-13";"2007-09-18"
134248;"R008841365";"2007-09-23";"2007-10-10"
127445;"R008841691";"2007-09-13";"2007-09-18"
142987;"R008841799";"2007-09-21";"2007-11-14"
125822;"R008842116";"2007-09-04";"2007-09-12"
130555;"R008842388";"2007-09-23";"2007-09-27"
130815;"R008843112";"2007-09-05";"2007-09-28"
131406;"R008843163";"2007-09-23";"2007-10-01"
129810;"R008843341";"2007-09-11";"2007-09-26"
126816;"R008843437";"2007-09-23";"2007-09-17"
131129;"R008843473";"2007-09-23";"2007-10-01"
131157;"R008843887";"2007-09-23";"2007-10-01"
129396;"R008844077";"2007-09-23";"2007-09-25"
130390;"R008844305";"2007-09-23";"2007-09-27"
131848;"R008844402";"2007-09-23";"2007-10-02"
130339;"R008844461";"2007-09-23";"2007-09-27"
130209;"R008844557";"2007-09-23";"2007-09-26"
126922;"R008844763";"2007-09-10";"2007-09-17"
129995;"L002605864";"2007-09-23";"2007-09-26"
126770;"R008844836";"2007-09-03";"2007-09-17"
129808;"R008844925";"2007-09-18";"2007-09-26"
127002;"L002605872";"2007-09-04";"2007-09-17"
142232;"R008845158";"2007-09-12";"2007-11-09"
131498;"R008845425";"2007-09-23";"2007-10-02"
130743;"R008845767";"2007-09-23";"2007-09-27"
142400;"R008845847";"2007-09-10";"2007-11-12"
132357;"R008846022";"2007-09-21";"2007-10-03"
125639;"R008846057";"2007-09-11";"2007-09-12"
126562;"R008846073";"2007-09-05";"2007-09-14"
131179;"R008846081";"2007-09-21";"2007-10-01"
125706;"R008846111";"2007-09-10";"2007-09-12"
127712;"R008846127";"2007-09-04";"2007-09-18"
124509;"R008846154";"2007-09-23";"2007-09-05"
126196;"R008846162";"2007-09-12";"2007-09-13"
132226;"R008846391";"2007-09-21";"2007-10-03"
126725;"R008846413";"2007-09-03";"2007-09-17"
130828;"R008846499";"2007-09-23";"2007-09-28"
140854;"R008846707";"2007-09-06";"2007-11-01"
130156;"R008846774";"2007-09-12";"2007-09-26"
131917;"R008846804";"2007-09-23";"2007-10-02"
138590;"R008846917";"2007-09-23";"2007-10-24"
142853;"R008847029";"2007-09-13";"2007-11-14"
139397;"R008847789";"2007-08-31";"2007-10-26"
125986;"R008847851";"2007-09-05";"2007-09-12"
132073;"R008847867";"2007-09-23";"2007-10-03"
140714;"R008847886";"2007-09-04";"2007-11-01"
131279;"R008847991";"2007-09-18";"2007-10-01"
132158;"R008848041";"2007-09-17";"2007-10-03"
127701;"R008848157";"2007-09-04";"2007-09-18"
130363;"R008848432";"2007-09-23";"2007-09-27"
130450;"R008848447";"2007-09-23";"2007-09-27"
130082;"R008848564";"2007-09-19";"2007-09-26"
132001;"R008848707";"2007-09-18";"2007-10-02"
126253;"R008848757";"2007-09-05";"2007-09-13"
130174;"R008848785";"2007-09-13";"2007-09-26"
131943;"R008848927";"2007-09-11";"2007-10-02"
131171;"R008848971";"2007-09-19";"2007-10-01"
127708;"R008848987";"2007-09-03";"2007-09-18"
126096;"R008849145";"2007-09-08";"2007-09-12"
126186;"R008849153";"2007-09-10";"2007-09-13"
126612;"R008849161";"2007-09-04";"2007-09-14"
132213;"R008849196";"2007-09-14";"2007-10-03"
126088;"R008849207";"2007-09-05";"2007-09-12"
131242;"R008849218";"2007-09-19";"2007-10-01"
136008;"R008849234";"2007-09-29";"2007-10-16"
130128;"R008849293";"2007-09-17";"2007-09-26"
126098;"R008849366";"2007-09-05";"2007-09-12"
126435;"R008849374";"2007-08-31";"2007-09-14"
126432;"R008849382";"2007-09-14";"2007-09-14"
126082;"R008849427";"2007-09-05";"2007-09-12"
131220;"R008849447";"2007-09-19";"2007-10-01"
130027;"R008849552";"2007-09-11";"2007-09-26"
127657;"R008849587";"2007-09-14";"2007-09-18"
129958;"R008849714";"2007-09-13";"2007-09-26"
127659;"R008849749";"2007-09-12";"2007-09-18"
130179;"R008849773";"2007-09-17";"2007-09-26"
125678;"R008849781";"2007-09-04";"2007-09-12"
125775;"R008849846";"2007-09-06";"2007-09-12"
126575;"R008849854";"2007-09-04";"2007-09-14"
125798;"R008849877";"2007-09-06";"2007-09-12"
131246;"R008849907";"2007-08-14";"2007-10-01"
131428;"R008849919";"2007-09-18";"2007-10-01"
131420;"R008849978";"2007-09-21";"2007-10-01"
131194;"R008849994";"2007-09-21";"2007-10-01"
126265;"R008850011";"2007-09-08";"2007-09-13"
131212;"R008850046";"2007-09-13";"2007-10-01"
132208;"R008850127";"2007-09-17";"2007-10-03"
131207;"R008850216";"2007-09-19";"2007-10-01"
131418;"R008850232";"2007-09-21";"2007-10-01"
126251;"R008850313";"2007-09-06";"2007-09-13"
131173;"R008850337";"2007-09-18";"2007-10-01"
131984;"R008850372";"2007-09-21";"2007-10-02"
131210;"R008850399";"2007-09-17";"2007-10-01"
127746;"R008850417";"2007-09-11";"2007-09-18"
126437;"R008850437";"2007-08-31";"2007-09-14"
126444;"R008850477";"2007-08-31";"2007-09-14"
131436;"R008850488";"2007-09-20";"2007-10-01"
126238;"R008850569";"2007-09-10";"2007-09-13"
126225;"R008850607";"2007-09-10";"2007-09-13"
132223;"R008850666";"2007-09-20";"2007-10-03"
131925;"R008850682";"2007-09-17";"2007-10-02"
125692;"R008850727";"2007-09-04";"2007-09-12"
132366;"R008850739";"2007-09-27";"2007-10-03"
126184;"R008850747";"2007-09-10";"2007-09-13"
131980;"R008850836";"2007-09-11";"2007-10-02"
131177;"R008850879";"2007-09-18";"2007-10-01"
129941;"R008850895";"2007-09-11";"2007-09-26"
126074;"R008850909";"2007-09-06";"2007-09-12"
142393;"R008851026";"2007-09-11";"2007-11-12"
131223;"R008850992";"2007-09-21";"2007-10-01"
126213;"R008851042";"2007-09-10";"2007-09-13"
131977;"R008851069";"2007-09-21";"2007-10-02"
127619;"R008851077";"2007-09-11";"2007-09-18"
126227;"R008851107";"2007-09-06";"2007-09-13"
131425;"R008851197";"2007-09-21";"2007-10-01"
126584;"R008851204";"2007-09-03";"2007-09-14"
126626;"R008851212";"2007-09-04";"2007-09-14"
130136;"R008851301";"2007-09-14";"2007-09-26"
130826;"R008851367";"2007-09-23";"2007-09-28"
141539;"E000784281";"2007-09-11";"2007-11-07"
141997;"E000784297";"2007-09-10";"2007-11-08"
143546;"E000784494";"2007-09-21";"2007-11-21"
142549;"E000784486";"2007-09-13";"2007-11-12"
142802;"E000784613";"2007-09-18";"2007-11-13"
142731;"E000784777";"2007-09-13";"2007-11-13"
143893;"E000784807";"2007-09-26";"2007-11-22"
143941;"E000785784";"2007-09-26";"2007-11-22"
143776;"E000785814";"2007-09-26";"2007-11-22"
128633;"E000786004";"2007-09-17";"2007-09-21"
141739;"E000786063";"2007-09-14";"2007-11-07"
142141;"E000786233";"2007-09-18";"2007-11-09"
142842;"E000786268";"2007-09-18";"2007-11-14"
132152;"E000786306";"2007-09-27";"2007-10-03"
131767;"E000786322";"2007-09-27";"2007-10-02"
126376;"E000786411";"2007-09-11";"2007-09-14"
141982;"E000786427";"2007-09-11";"2007-11-08"
132106;"E000786527";"2007-09-27";"2007-10-03"
143280;"E000786624";"2007-09-25";"2007-11-19"
142279;"E000786737";"2007-09-13";"2007-11-09"
143660;"E000786799";"2007-09-19";"2007-11-22"
140355;"E000786853";"2007-09-05";"2007-10-30"
132084;"E000786918";"2007-09-27";"2007-10-03"
142418;"E000787035";"2007-09-14";"2007-11-12"
129411;"E000787116";"2007-09-24";"2007-09-25"
143788;"E000787132";"2007-09-27";"2007-11-22"
141950;"E000787183";"2007-09-13";"2007-11-08"
142734;"E000787337";"2007-09-14";"2007-11-13"
143030;"E000787353";"2007-09-19";"2007-11-14"
143253;"E000787426";"2007-09-25";"2007-11-19"
143656;"E000787523";"2007-09-24";"2007-11-22"
129406;"E000787655";"2007-09-24";"2007-09-25"
142510;"E000787671";"2007-09-12";"2007-11-12"
143233;"E000787698";"2007-09-21";"2007-11-19"
126388;"E000787736";"2007-09-11";"2007-09-14"
143591;"E000787752";"2007-09-27";"2007-11-21"
143000;"E000787884";"2007-09-21";"2007-11-14"
141938;"E000787868";"2007-09-13";"2007-11-08"
142858;"E000787973";"2007-09-17";"2007-11-14"
143580;"E000788058";"2007-09-21";"2007-11-21"
143249;"E000788139";"2007-09-19";"2007-11-19"
141780;"E000788414";"2007-09-12";"2007-11-07"
143151;"E000788384";"2007-09-18";"2007-11-19"
136063;"E000788481";"2007-10-10";"2007-10-16"
134987;"E000788767";"2007-09-26";"2007-10-11"
126854;"E000788996";"2007-09-27";"2007-09-17"
129952;"E000789054";"2007-09-25";"2007-09-26"
127903;"E000789437";"2007-08-13";"2007-09-19"
131224;"E000789526";"2007-09-27";"2007-10-01"
132783;"E000789712";"2007-09-11";"2007-10-04"
128801;"E000789909";"2007-09-20";"2007-09-21"
142042;"E000790842";"2007-09-10";"2007-11-08"
142085;"E000790982";"2007-09-11";"2007-11-09"
142085;"E000791067";"2007-09-11";"2007-11-09"
136897;"E000791121";"2007-09-25";"2007-10-18"
132048;"E000791172";"2007-09-28";"2007-10-03"
127836;"E000791217";"2007-09-11";"2007-09-18"
142852;"E000791369";"2007-09-17";"2007-11-14"
140516;"E000791423";"2007-09-05";"2007-10-31"
137251;"E000791458";"2007-10-08";"2007-10-19"
142577;"E000791482";"2007-09-12";"2007-11-12"
142586;"E000792004";"2007-09-18";"2007-11-12"
128579;"E000792187";"2007-09-27";"2007-09-20"
143641;"E000792225";"2007-09-26";"2007-11-21"
140922;"E000792314";"2007-09-06";"2007-11-05"
142146;"E000792427";"2007-09-12";"2007-11-09"
131812;"E000792381";"2007-09-17";"2007-10-02"
144086;"E000792101";"2007-09-25";"2007-11-23"
141418;"E000792397";"2007-09-12";"2007-11-06"
141622;"E000792497";"2007-09-06";"2007-11-07"
143639;"E000792691";"2007-09-26";"2007-11-21"
141518;"E000792748";"2007-09-11";"2007-11-07"
142670;"E000792907";"2007-09-17";"2007-11-13"
142990;"E000793019";"2007-09-20";"2007-11-14"
142579;"E000793051";"2007-09-13";"2007-11-12"
143862;"E000793116";"2007-09-27";"2007-11-22"
130604;"E000793701";"2007-09-24";"2007-09-27"
141746;"E000794097";"2007-09-12";"2007-11-07"
138351;"E000794074";"2007-10-02";"2007-10-23"
128918;"E000794163";"2007-09-21";"2007-09-21"
144216;"E000794236";"2007-09-24";"2007-11-23"
142908;"E000794465";"2007-09-19";"2007-11-14"
142604;"E000794511";"2007-09-14";"2007-11-13"
141016;"E000794546";"2007-09-06";"2007-11-05"
143186;"E000794577";"2007-09-24";"2007-11-19"
140883;"E000794805";"2007-09-10";"2007-11-01"
134030;"E000794953";"2007-09-19";"2007-10-09"
139488;"E000795151";"2007-09-27";"2007-10-26"
142789;"E000795402";"2007-09-19";"2007-11-13"
141081;"E000795348";"2007-09-26";"2007-11-05"
140551;"E000795585";"2007-09-05";"2007-10-31"
142133;"E000795631";"2007-09-12";"2007-11-09"
143717;"E000795674";"2007-09-24";"2007-11-22"
128574;"E000795593";"2007-09-17";"2007-09-20"
130130;"B093577389";"2007-09-14";"2007-09-26"
141190;"E000795992";"2007-09-10";"2007-11-06"
131605;"B089702794";"2007-09-27";"2007-10-02"
131342;"E000796336";"2007-09-21";"2007-10-01"
131900;"E000796506";"2007-09-29";"2007-10-02"
143932;"E000796847";"2007-09-21";"2007-11-22"
141438;"E000796719";"2007-09-11";"2007-11-06"
143661;"E000797014";"2007-09-20";"2007-11-22"
131477;"E000797057";"2007-09-25";"2007-10-01"
143286;"E000797073";"2007-09-20";"2007-11-19"
128757;"E000797111";"2007-09-06";"2007-09-21"
142490;"E000797308";"2007-09-11";"2007-11-12"
143579;"E000797251";"2007-09-21";"2007-11-21"
143409;"E000797324";"2007-09-21";"2007-11-21"
130774;"E000797766";"2007-09-14";"2007-09-27"
131758;"E000797944";"2007-09-27";"2007-10-02"
130193;"E000797936";"2007-09-19";"2007-09-26"
131297;"E000798002";"2007-09-27";"2007-10-01"
130212;"E000798134";"2007-09-13";"2007-09-26"
130916;"E000798274";"2007-09-26";"2007-09-28"
134207;"E000798622";"2007-10-03";"2007-10-10"
126750;"E000798697";"2007-09-10";"2007-09-17"
131472;"E000798991";"2007-09-27";"2007-10-01"
143577;"E000799157";"2007-09-25";"2007-11-21"
140398;"E000799211";"2007-09-05";"2007-10-31"
142235;"E000799297";"2007-09-17";"2007-11-09"
128786;"B084891483";"2007-09-11";"2007-09-21"
141837;"E000799599";"2007-09-11";"2007-11-08"
141758;"E000799785";"2007-09-14";"2007-11-07"
141795;"E000799927";"2007-09-11";"2007-11-08"
128982;"E000799939";"2007-09-19";"2007-09-21"
130318;"E000800023";"2007-09-27";"2007-09-27"
130129;"E000800066";"2007-09-27";"2007-09-26"
132035;"E000800127";"2007-09-14";"2007-10-03"
126212;"E000800155";"2007-09-05";"2007-09-13"
133142;"E000800198";"2007-09-27";"2007-10-05"
142825;"E000800341";"2007-09-21";"2007-11-13"
141807;"E000800357";"2007-09-11";"2007-11-08"
130067;"R008851565";"2007-09-21";"2007-09-26"
142437;"R008851611";"2007-09-17";"2007-11-12"
131818;"L002606097";"2007-09-26";"2007-10-02"
143407;"R008851832";"2007-09-19";"2007-11-21"
142747;"R008852037";"2007-09-20";"2007-11-13"
133770;"L002606119";"2007-09-14";"2007-10-09"
144992;"R008852065";"2007-09-28";"2007-11-28"
143252;"R008852267";"2007-09-25";"2007-11-19"
144594;"R008852294";"2007-09-27";"2007-11-27"
142401;"R008852332";"2007-09-14";"2007-11-12"
143279;"R008852383";"2007-09-21";"2007-11-19"
142611;"R008852437";"2007-09-17";"2007-11-13"
143115;"R008852456";"2007-09-19";"2007-11-19"
131921;"R008852677";"2007-09-27";"2007-10-02"
143883;"R008852901";"2007-09-28";"2007-11-22"
143123;"R008852917";"2007-09-19";"2007-11-19"
143993;"R008853517";"2007-09-26";"2007-11-23"
144552;"R008853557";"2007-09-29";"2007-11-26"
143578;"R008853592";"2007-09-21";"2007-11-21"
131880;"R008853789";"2007-09-30";"2007-10-02"
143995;"R008853807";"2007-09-26";"2007-11-23"
144274;"R008853843";"2007-09-28";"2007-11-23"
144273;"R008854181";"2007-09-28";"2007-11-23"
144380;"R008854227";"2007-09-26";"2007-11-26"
144520;"R008854254";"2007-09-01";"2007-11-26"
145117;"R008854297";"2007-09-28";"2007-11-28"
144688;"R008854307";"2007-09-28";"2007-11-27"
143590;"R008854319";"2007-09-24";"2007-11-21"
143295;"R008854327";"2007-09-25";"2007-11-19"
143194;"R008855587";"2007-09-24";"2007-11-19"
133125;"R008855907";"2007-10-02";"2007-10-05"
142453;"R008856067";"2007-09-14";"2007-11-12"
143197;"R008856095";"2007-09-24";"2007-11-19"
144076;"R008856125";"2007-09-20";"2007-11-23"
142648;"R008856141";"2007-09-19";"2007-11-13"
142844;"R008856184";"2007-09-18";"2007-11-14"
144288;"R008856273";"2007-09-25";"2007-11-26"
143084;"R008856311";"2007-09-17";"2007-11-19"
144237;"R008856407";"2007-09-25";"2007-11-23"
142334;"R008856419";"2007-09-19";"2007-11-12"
142588;"R008856508";"2007-09-19";"2007-11-12"
143852;"R008856532";"2007-09-27";"2007-11-22"
143278;"R008856621";"2007-09-25";"2007-11-19"
144867;"R008859007";"2007-09-27";"2007-11-27"
143879;"R008859744";"2007-09-27";"2007-11-22"
144813;"R008859914";"2007-09-28";"2007-11-27"
144229;"R008860173";"2007-09-26";"2007-11-23"
144664;"R008860238";"2007-09-29";"2007-11-27"
144334;"R008860246";"2007-09-27";"2007-11-26"
144564;"R008860262";"2007-09-27";"2007-11-27"
134498;"L002606259";"2007-09-27";"2007-10-10"
144996;"R008860343";"2007-09-28";"2007-11-28"
134511;"R008860367";"2007-10-09";"2007-10-10"
143878;"R008860467";"2007-09-26";"2007-11-22"
143991;"R008860556";"2007-09-26";"2007-11-23"
142768;"R008860637";"2007-09-17";"2007-11-13"
144754;"R008860777";"2007-09-27";"2007-11-27"
143598;"R008860823";"2007-09-22";"2007-11-21"
143670;"R008860897";"2007-09-25";"2007-11-22"
141304;"L002606275";"2007-10-25";"2007-11-06"
142591;"R008860998";"2007-09-19";"2007-11-12"
142277;"R008861056";"2007-09-17";"2007-11-09"
144716;"R008861293";"2007-09-27";"2007-11-27"
143275;"R008861323";"2007-09-20";"2007-11-19"
144989;"R008861439";"2007-10-02";"2007-11-28"
144532;"R008861487";"2007-09-28";"2007-11-26"
143963;"R008861567";"2007-09-28";"2007-11-22"
144758;"R008861609";"2007-09-28";"2007-11-27"
142392;"R008861684";"2007-09-17";"2007-11-12"
144347;"R008861757";"2007-09-28";"2007-11-26"
144231;"R008861781";"2007-09-27";"2007-11-23"
144279;"R008861803";"2007-09-28";"2007-11-23"
143799;"R008861889";"2007-09-27";"2007-11-22"
143027;"R008861994";"2007-09-18";"2007-11-14"
142414;"R008862001";"2007-09-13";"2007-11-12"
142728;"R008862067";"2007-09-14";"2007-11-13"
143705;"R008862397";"2007-09-24";"2007-11-22"
142240;"R008862524";"2007-09-17";"2007-11-09"
130864;"R008862532";"2007-09-27";"2007-09-28"
139035;"R008862567";"2007-09-27";"2007-10-25"
143236;"R008862699";"2007-09-20";"2007-11-19"
142429;"R008862842";"2007-10-23";"2007-11-12"
144414;"R008862923";"2007-09-25";"2007-11-26"
144417;"R008862947";"2007-09-25";"2007-11-26"
136880;"R008864365";"2007-09-25";"2007-10-18"
135607;"R008864489";"2007-10-03";"2007-10-15"
137558;"R008864764";"2007-10-11";"2007-10-22"
137122;"R008865434";"2007-09-21";"2007-10-18"
139460;"R008865604";"2007-10-03";"2007-10-26"
131011;"R008866139";"2007-09-28";"2007-09-28"
137012;"R008866527";"2007-09-28";"2007-10-18"
136890;"R008867119";"2007-09-28";"2007-10-18"
137046;"R008867429";"2007-09-24";"2007-10-18"
137351;"R008867615";"2007-09-30";"2007-10-19"
134516;"R008867887";"2007-09-21";"2007-10-10"
