cod_condutorinfrator;num_auto;dat_apresentdoc;dat_entradasistema
173796;"R191317896";"2008-01-29";"2008-02-12"
173877;"R191317918";"2008-02-12";"2008-02-12"
172269;"E002274094";"2008-01-30";"2008-02-08"
214301;"E002274108";"2008-01-25";"2008-04-18"
201714;"E002274067";"2008-01-08";"2008-03-31"
184152;"E002274175";"2008-01-11";"2008-03-03"
213525;"E002274248";"2008-01-29";"2008-04-17"
207164;"E002274302";"2008-01-16";"2008-04-09"
172605;"E002274345";"2008-01-10";"2008-02-11"
162965;"E002274442";"2008-02-01";"2008-01-16"
169867;"E002274574";"2008-01-21";"2008-01-31"
213282;"E002274531";"2008-01-29";"2008-04-17"
169880;"E002274787";"2008-01-31";"2008-01-31"
211795;"E002274892";"2008-01-22";"2008-04-16"
206213;"E002275139";"2008-01-16";"2008-04-08"
206421;"E002275217";"2008-01-14";"2008-04-08"
167325;"E002275295";"2008-01-18";"2008-01-25"
173059;"E002275406";"2008-01-18";"2008-02-11"
202198;"E002275497";"2008-01-08";"2008-04-01"
206210;"E002275554";"2008-01-15";"2008-04-08"
211230;"E002275562";"2008-01-21";"2008-04-15"
174479;"E002275686";"2008-01-11";"2008-02-13"
173780;"E002275619";"2008-01-11";"2008-02-12"
204887;"E002275732";"2008-01-12";"2008-04-03"
213764;"E002275759";"2008-01-24";"2008-04-18"
175283;"E002275813";"2008-01-23";"2008-02-14"
213615;"E002275872";"2008-01-29";"2008-04-17"
159885;"B060376244";"2008-02-01";"2008-01-10"
188549;"B090216296";"2008-01-23";"2008-03-11"
216431;"E002276097";"2008-01-30";"2008-04-23"
214881;"E002276054";"2008-02-01";"2008-04-22"
164127;"E002276208";"2008-01-19";"2008-01-18"
206605;"E002276305";"2008-01-14";"2008-04-08"
168981;"E002276275";"2008-01-23";"2008-01-29"
206223;"E002276313";"2008-01-15";"2008-04-08"
210695;"E002276387";"2008-01-18";"2008-04-15"
205214;"E002276429";"2008-01-15";"2008-04-04"
205773;"E002276615";"2008-01-11";"2008-04-07"
175444;"E002276585";"2008-01-31";"2008-02-15"
207847;"E002276321";"2008-01-19";"2008-04-09"
210831;"E002276647";"2008-01-17";"2008-04-15"
172309;"B097858517";"2008-01-29";"2008-02-08"
172309;"B097858528";"2008-01-29";"2008-02-08"
172309;"B097858536";"2008-01-29";"2008-02-15"
172051;"B097855332";"2008-01-29";"2008-02-08"
212355;"E002276771";"2008-01-23";"2008-04-16"
175300;"B060565957";"2008-01-29";"2008-02-14"
216858;"E002276976";"2008-01-28";"2008-04-23"
217031;"E002277069";"2008-01-29";"2008-04-23"
217271;"E002277093";"2008-02-13";"2008-04-24"
210770;"E002277123";"2008-01-17";"2008-04-15"
171053;"E002277131";"2008-01-25";"2008-02-01"
172162;"E002277166";"2008-01-30";"2008-02-08"
170774;"E002277204";"2008-01-28";"2008-02-01"
170534;"E002277271";"2008-02-29";"2008-02-01"
212563;"E002277425";"2008-01-24";"2008-04-17"
172793;"E002277433";"2008-01-30";"2008-02-11"
212514;"E002277522";"2008-01-14";"2008-04-16"
210811;"E002277514";"2008-01-21";"2008-04-15"
216230;"E002277395";"2008-01-30";"2008-04-23"
170673;"E002277654";"2008-01-10";"2008-02-01"
216278;"E002277743";"2008-02-07";"2008-04-23"
172196;"E002277778";"2008-01-28";"2008-02-08"
214415;"E002277875";"2008-01-29";"2008-04-18"
205634;"E002277913";"2008-01-16";"2008-04-07"
205613;"E002277987";"2008-01-14";"2008-04-07"
205610;"E002278022";"2008-01-14";"2008-04-07"
172048;"E002278049";"2008-02-01";"2008-02-08"
171227;"E002278294";"2008-01-28";"2008-02-07"
175345;"E002278383";"2008-01-11";"2008-02-14"
209640;"E002278421";"2008-01-16";"2008-04-11"
166382;"E002278669";"2008-01-17";"2008-01-23"
175081;"E002278707";"2008-02-10";"2008-02-14"
166267;"E002278782";"2008-01-19";"2008-01-23"
210387;"E002279061";"2008-01-21";"2008-04-14"
170410;"E002279134";"2008-01-29";"2008-01-31"
204691;"E002279436";"2008-01-14";"2008-04-03"
214517;"E002279487";"2008-01-29";"2008-04-18"
173762;"E002279467";"2008-01-17";"2008-02-12"
169390;"E002279649";"2008-01-30";"2008-01-30"
215041;"E002279541";"2008-01-30";"2008-04-22"
172496;"E002279777";"2008-02-07";"2008-02-08"
161619;"E002280183";"2008-01-14";"2008-01-14"
172713;"E002280248";"2008-01-30";"2008-02-11"
170007;"E002280345";"2008-01-30";"2008-01-31"
175077;"E002280531";"2008-02-10";"2008-02-14"
177852;"E002280597";"2008-01-22";"2008-02-21"
174155;"E002280655";"2008-01-24";"2008-02-13"
169981;"E002280825";"2008-01-30";"2008-01-31"
169996;"E002280884";"2008-01-30";"2008-01-31"
163118;"E002280922";"2008-01-16";"2008-01-16"
162781;"E002281007";"2008-01-09";"2008-01-16"
183654;"E002281058";"2008-02-18";"2008-03-03"
168838;"E002281082";"2008-01-19";"2008-01-29"
203186;"E002281217";"2008-01-09";"2008-04-02"
172256;"E002281651";"2008-02-01";"2008-02-08"
215596;"E002281732";"2008-01-30";"2008-04-22"
213231;"E002281937";"2008-01-24";"2008-04-17"
203178;"E002282011";"2008-01-09";"2008-04-02"
209703;"E002282046";"2008-01-17";"2008-04-11"
171878;"E002282143";"2008-01-30";"2008-02-07"
173810;"E002272733";"2008-01-30";"2008-02-12"
205054;"E002282437";"2008-01-14";"2008-04-04"
216689;"E002282507";"2008-01-28";"2008-04-23"
216689;"E002282569";"2008-01-30";"2008-04-23"
213178;"E002282585";"2008-01-25";"2008-04-17"
204869;"E002282712";"2008-01-15";"2008-04-03"
211440;"E002282747";"2008-01-22";"2008-04-15"
212442;"E002282925";"2008-01-30";"2008-04-16"
168983;"E002282895";"2008-01-10";"2008-01-29"
191656;"E002282992";"2008-01-20";"2008-03-14"
173594;"E002283182";"2008-02-12";"2008-02-12"
169704;"E002283174";"2008-01-11";"2008-01-30"
182816;"E002283417";"2008-02-08";"2008-02-29"
216126;"E002283409";"2008-02-01";"2008-04-23"
170567;"E002283611";"2008-01-25";"2008-02-01"
176593;"E002283627";"2008-02-01";"2008-02-18"
213701;"E002283937";"2008-01-28";"2008-04-17"
213329;"E002284037";"2008-01-23";"2008-04-17"
204468;"E002283987";"2008-01-11";"2008-04-03"
169696;"E002284502";"2008-01-29";"2008-01-30"
173880;"E002284677";"2008-01-25";"2008-02-12"
172275;"E002285037";"2008-02-08";"2008-02-08"
169374;"E002285118";"2008-01-30";"2008-01-30"
165687;"E002285347";"2008-01-15";"2008-01-22"
168627;"E002285428";"2008-01-28";"2008-01-29"
188467;"R191332518";"2008-01-25";"2008-03-11"
168240;"R191333956";"2008-01-21";"2008-01-28"
175317;"R191334464";"2008-01-29";"2008-02-14"
162184;"R191334367";"2008-01-09";"2008-01-15"
182431;"R191333457";"2008-01-15";"2008-02-29"
179565;"R191332704";"2008-01-21";"2008-02-25"
190063;"R191333239";"2008-01-30";"2008-03-13"
170644;"R191333271";"2008-01-26";"2008-02-01"
180192;"R191333581";"2008-01-18";"2008-02-26"
177694;"R191333743";"2008-01-11";"2008-02-20"
179182;"R191334189";"2008-01-16";"2008-02-25"
174107;"R191334227";"2008-02-10";"2008-02-13"
165120;"R191334243";"2008-01-30";"2008-01-21"
170370;"R191334347";"2008-01-30";"2008-01-31"
187938;"R191334421";"2008-01-30";"2008-03-07"
186483;"R191332674";"2008-01-18";"2008-03-06"
191288;"R191332879";"2008-01-29";"2008-03-14"
191823;"R191333425";"2008-01-23";"2008-03-15"
163981;"R191333441";"2008-01-10";"2008-01-18"
182150;"R191333537";"2008-01-15";"2008-02-28"
179287;"R191333597";"2008-01-15";"2008-02-25"
190668;"R191333832";"2008-01-25";"2008-03-13"
167038;"R191333883";"2008-01-21";"2008-01-24"
188854;"R191333905";"2008-01-17";"2008-03-12"
163553;"E002285479";"2008-01-16";"2008-01-17"
168610;"E002285584";"2008-01-29";"2008-01-29"
163558;"E002285657";"2008-01-16";"2008-01-17"
174484;"E002285827";"2008-02-06";"2008-02-13"
171472;"E002285967";"2008-01-16";"2008-02-07"
212252;"E002286351";"2008-01-23";"2008-04-16"
209707;"E002286912";"2008-01-18";"2008-04-11"
211980;"E002286971";"2008-01-24";"2008-04-16"
204680;"E002287037";"2008-01-11";"2008-04-03"
176105;"E002287455";"2008-02-15";"2008-02-15"
215964;"E002287625";"2008-02-01";"2008-04-23"
210598;"E002287676";"2008-01-23";"2008-04-14"
167050;"E002288079";"2008-01-16";"2008-01-24"
207929;"E002288281";"2008-01-16";"2008-04-09"
169152;"E002288237";"2008-01-21";"2008-01-30"
186502;"E002288559";"2008-01-23";"2008-03-06"
206276;"E002288974";"2008-01-18";"2008-04-08"
215525;"E002289067";"2008-01-31";"2008-04-22"
169148;"E002289032";"2008-01-18";"2008-01-30"
212359;"E002289091";"2008-01-28";"2008-04-16"
215523;"E002289164";"2008-01-30";"2008-04-22"
209785;"E002289229";"2008-01-21";"2008-04-11"
213521;"E002289199";"2008-01-25";"2008-04-17"
205325;"E002289307";"2008-01-16";"2008-04-04"
211663;"E002289393";"2008-01-23";"2008-04-16"
211621;"E002289628";"2008-01-14";"2008-04-15"
190836;"B102328196";"2008-01-30";"2008-03-14"
214351;"E002289725";"2008-01-28";"2008-04-18"
205735;"B102328207";"2008-01-17";"2008-04-07"
175281;"E002289741";"2008-01-23";"2008-02-14"
190311;"B102328218";"2008-01-30";"2008-03-13"
178676;"E002289806";"2008-01-21";"2008-02-22"
205527;"B102328226";"2008-01-17";"2008-04-07"
172772;"E002289911";"2008-01-30";"2008-02-11"
209456;"E002289938";"2008-01-15";"2008-04-11"
213296;"E002289946";"2008-01-28";"2008-04-17"
215515;"E002290138";"2008-02-06";"2008-04-22"
215159;"E002290189";"2008-01-29";"2008-04-22"
213502;"E002290243";"2008-01-25";"2008-04-17"
211825;"E002290316";"2008-01-23";"2008-04-16"
205741;"B102328188";"2008-01-17";"2008-04-07"
159820;"E002290413";"2008-01-09";"2008-01-10"
169081;"E002290405";"2008-01-17";"2008-01-30"
212310;"E002290448";"2008-01-24";"2008-04-16"
215468;"E002290553";"2008-02-01";"2008-04-22"
170626;"E002290588";"2008-01-02";"2008-02-01"
166268;"B101496664";"2008-01-23";"2008-01-23"
212577;"E002290758";"2008-01-24";"2008-04-17"
214321;"E002290967";"2008-01-25";"2008-04-18"
172276;"E002290952";"2008-01-30";"2008-02-08"
206214;"E002291088";"2008-01-17";"2008-04-08"
175276;"E002291142";"2008-01-23";"2008-02-14"
175736;"E002291185";"2008-01-29";"2008-02-15"
218319;"E002291274";"2008-02-14";"2008-04-24"
214327;"E002291258";"2008-01-30";"2008-04-18"
211578;"E002291304";"2008-01-17";"2008-04-15"
213223;"E002291417";"2008-01-25";"2008-04-17"
208528;"E002291557";"2008-01-18";"2008-04-10"
170336;"E002291819";"2008-01-18";"2008-01-31"
217017;"E002291894";"2008-02-08";"2008-04-23"
211460;"E002292114";"2008-01-21";"2008-04-15"
175328;"E002292157";"2008-01-29";"2008-02-14"
212234;"E002292173";"2008-01-24";"2008-04-16"
167281;"E002292378";"2008-01-22";"2008-01-25"
167281;"E002292432";"2008-01-22";"2008-01-25"
169120;"E002292521";"2008-01-14";"2008-01-30"
167198;"E002292537";"2008-01-15";"2008-01-25"
167198;"E002292617";"2008-01-15";"2008-01-25"
167198;"E002292653";"2008-01-15";"2008-01-25"
170365;"E002292637";"2008-01-15";"2008-01-31"
213757;"E002292815";"2008-01-24";"2008-04-18"
169694;"B104193891";"2008-01-30";"2008-01-30"
211067;"E002293129";"2008-01-21";"2008-04-15"
203857;"E002293177";"2008-01-10";"2008-04-02"
172754;"E002293277";"2008-01-09";"2008-02-11"
170372;"E002293269";"2008-01-30";"2008-01-31"
184362;"E002293404";"2008-02-13";"2008-03-03"
169919;"E002293455";"2008-01-28";"2008-01-31"
175881;"E002293595";"2008-01-20";"2008-02-15"
164563;"E002293587";"2008-01-18";"2008-01-18"
168673;"E002293722";"2008-01-29";"2008-01-29"
176401;"E002293986";"2008-01-19";"2008-02-18"
162924;"E002294125";"2008-02-01";"2008-01-16"
191242;"B080122597";"2008-01-29";"2008-03-14"
172735;"E002294407";"2008-01-10";"2008-02-11"
162876;"E002294532";"2008-01-15";"2008-01-16"
167072;"B104555173";"2008-01-10";"2008-01-24"
169677;"E002295187";"2008-01-30";"2008-01-30"
195326;"E002295217";"2008-02-29";"2008-03-20"
170405;"E002295307";"2008-01-30";"2008-01-31"
170382;"E002295571";"2008-01-14";"2008-01-31"
166802;"E002295881";"2008-01-14";"2008-01-24"
206640;"E002295897";"2008-01-14";"2008-04-08"
187931;"E002295938";"2008-01-30";"2008-03-07"
191651;"E002296071";"2008-01-29";"2008-03-14"
208144;"E002296284";"2008-03-18";"2008-04-10"
162789;"E002296268";"2008-01-10";"2008-01-16"
172695;"E002296373";"2008-01-29";"2008-02-11"
169576;"E002296477";"2008-01-22";"2008-01-30"
203882;"E002296462";"2008-01-11";"2008-04-02"
171926;"E002296667";"2008-01-30";"2008-02-07"
208631;"E002296918";"2008-01-16";"2008-04-10"
215014;"E002296969";"2008-01-31";"2008-04-22"
170897;"E002297035";"2007-02-01";"2008-02-01"
169511;"E002297094";"2008-01-15";"2008-01-30"
184231;"E002296985";"2008-01-11";"2008-03-03"
187083;"E002297264";"2008-01-29";"2008-03-06"
214336;"E002297329";"2008-01-29";"2008-04-18"
204894;"E002297418";"2008-01-15";"2008-04-03"
220642;"E002297687";"2008-01-29";"2008-04-28"
172509;"E002297597";"2008-01-30";"2008-02-08"
168165;"E002297914";"2008-01-25";"2008-01-28"
201531;"E002298104";"2008-01-09";"2008-03-31"
165738;"E002298357";"2008-01-09";"2008-01-22"
166704;"E002298384";"2008-01-23";"2008-01-24"
215464;"E002298473";"2008-01-28";"2008-04-22"
170376;"E002298538";"2008-01-08";"2008-01-31"
183665;"E002298619";"2008-02-06";"2008-03-03"
211366;"E002298686";"2008-01-21";"2008-04-15"
171862;"E002298929";"2008-01-23";"2008-02-07"
171636;"E002298977";"2008-01-21";"2008-02-07"
203279;"E002299283";"2008-01-10";"2008-04-02"
206334;"E002299291";"2008-01-11";"2008-04-08"
168859;"E002299399";"2008-01-23";"2008-01-29"
170046;"E002299387";"2008-01-30";"2008-01-31"
206217;"R191341789";"2008-01-15";"2008-04-08"
178983;"R191351849";"2008-01-11";"2008-02-25"
177222;"R191352225";"2008-02-11";"2008-02-19"
173447;"R191352268";"2008-02-12";"2008-02-12"
169710;"R191353019";"2008-01-29";"2008-01-30"
173025;"R191353051";"2008-01-25";"2008-02-11"
170871;"R191353067";"2008-01-22";"2008-02-01"
173988;"R191353078";"2008-02-12";"2008-02-12"
171351;"R191353086";"2008-01-09";"2008-02-07"
170356;"R191353108";"2008-01-24";"2008-01-31"
170359;"R191353116";"2008-01-24";"2008-01-31"
185556;"R191353361";"2008-01-25";"2008-03-05"
171057;"R191353377";"2008-02-01";"2008-02-01"
187965;"R191354678";"2008-01-30";"2008-03-07"
173223;"R191355518";"2008-01-28";"2008-02-11"
173145;"R191355542";"2008-01-30";"2008-02-11"
175162;"R191355557";"2008-02-07";"2008-02-14"
173834;"R191355817";"2008-01-14";"2008-02-12"
170389;"R191355933";"2008-01-21";"2008-01-31"
175674;"R191355992";"2007-01-28";"2008-02-15"
162527;"R191342548";"2008-01-08";"2008-01-15"
168244;"R191344524";"2008-01-25";"2008-01-28"
205748;"R191342084";"2008-01-17";"2008-04-07"
215391;"R191342289";"2008-01-26";"2008-04-22"
214305;"R191342386";"2008-01-29";"2008-04-18"
204156;"R191342513";"2008-01-14";"2008-04-03"
216680;"R191342726";"2008-01-28";"2008-04-23"
215932;"R191342823";"2008-01-09";"2008-04-23"
200593;"R191343218";"2008-01-09";"2008-03-28"
214683;"R191343293";"2008-02-07";"2008-04-18"
203174;"R191343331";"2008-01-09";"2008-04-02"
214186;"R191343455";"2008-01-29";"2008-04-18"
210396;"R191343579";"2008-01-21";"2008-04-14"
161020;"R191343617";"2008-01-09";"2008-01-11"
182243;"R191343797";"2008-01-17";"2008-02-28"
180573;"R191344117";"2008-01-14";"2008-02-26"
175321;"R191344547";"2008-01-29";"2008-02-14"
174901;"R191352373";"2008-02-10";"2008-02-14"
181972;"R191352454";"2008-01-10";"2008-02-28"
170399;"R191352787";"2008-01-30";"2008-01-31"
191647;"R191353922";"2008-01-29";"2008-03-14"
185153;"R191353949";"2008-01-30";"2008-03-04"
214709;"R191353981";"2008-01-28";"2008-04-18"
167066;"R191354317";"2008-01-10";"2008-01-24"
187810;"R191354481";"2008-01-29";"2008-03-07"
170391;"R191354759";"2008-01-31";"2008-01-31"
167677;"R191354899";"2008-01-25";"2008-01-25"
163694;"R191354937";"2008-01-10";"2008-01-17"
173856;"R191355607";"2008-01-25";"2008-02-12"
167384;"R191355666";"2008-01-21";"2008-01-25"
217088;"R191341819";"2008-01-29";"2008-04-24"
214397;"R191341851";"2008-01-28";"2008-04-18"
207414;"R191341878";"2008-01-15";"2008-04-09"
214636;"R191341959";"2008-01-30";"2008-04-18"
214263;"R191342033";"2008-01-29";"2008-04-18"
218119;"R191342335";"2008-01-26";"2008-04-24"
211432;"R191342378";"2008-01-18";"2008-04-15"
168620;"R191342556";"2008-01-22";"2008-01-29"
216547;"R191342793";"2008-01-28";"2008-04-23"
210698;"R191343188";"2008-01-18";"2008-04-15"
214345;"R191343323";"2008-01-30";"2008-04-18"
213121;"R191343463";"2008-01-25";"2008-04-17"
204858;"R191343528";"2008-01-14";"2008-04-03"
214550;"R191343567";"2008-01-29";"2008-04-18"
216645;"R191343641";"2008-01-28";"2008-04-23"
187516;"R191343722";"2008-01-30";"2008-03-07"
176628;"R191344249";"2008-01-25";"2008-02-18"
179883;"R191344281";"2008-01-30";"2008-02-25"
214710;"R191344443";"2008-01-28";"2008-04-18"
174634;"R191344532";"2008-02-13";"2008-02-13"
187813;"R191352349";"2008-01-30";"2008-03-07"
169987;"R191352403";"2008-01-30";"2008-01-31"
164019;"R191352907";"2008-01-14";"2008-01-18"
167261;"R191352957";"2008-01-22";"2008-01-25"
178260;"R191352977";"2008-02-21";"2008-02-21"
191215;"R191353717";"2008-01-30";"2008-03-14"
164030;"R191353937";"2008-01-11";"2008-01-18"
183197;"R191354155";"2008-02-28";"2008-02-29"
171916;"R191354368";"2008-01-14";"2008-02-07"
172514;"R191355232";"2008-02-06";"2008-02-08"
169034;"R191355402";"2008-01-23";"2008-01-30"
175708;"R191353736";"2008-01-31";"2008-02-15"
170824;"R191355615";"2008-01-16";"2008-02-01"
170401;"R191352853";"2008-01-30";"2008-01-31"
173381;"R191353582";"2008-01-25";"2008-02-12"
174583;"R191354457";"2008-01-28";"2008-02-13"
172349;"R191355089";"2008-01-23";"2008-02-08"
175553;"E002299623";"2008-01-29";"2008-02-15"
205785;"E002299647";"2008-01-16";"2008-04-07"
175310;"E002299727";"2008-01-28";"2008-02-14"
171431;"E002299968";"2008-02-07";"2008-02-07"
165727;"E002299992";"2008-01-14";"2008-01-22"
176395;"E002299984";"2008-02-18";"2008-02-18"
169937;"E002300036";"2008-01-22";"2008-01-31"
212692;"E002300176";"2008-01-24";"2008-04-17"
213905;"E002300192";"2008-01-28";"2008-04-18"
205222;"E002300257";"2008-01-15";"2008-04-04"
206286;"E002300273";"2008-01-16";"2008-04-08"
205000;"E002300419";"2008-01-15";"2008-04-04"
212607;"E002300761";"2008-01-23";"2008-04-17"
211677;"E002300826";"2008-01-22";"2008-04-16"
204160;"E002300982";"2008-01-14";"2008-04-03"
175314;"E002300915";"2008-01-29";"2008-02-14"
170947;"E002301474";"2008-01-23";"2008-02-01"
173232;"E002301927";"2008-01-28";"2008-02-11"
167064;"E002302187";"2008-01-17";"2008-01-24"
172705;"E002302217";"2008-01-30";"2008-02-11"
167344;"E002302306";"2008-01-24";"2008-01-25"
210038;"E002302322";"2008-01-16";"2008-04-14"
172342;"E002302268";"2008-01-25";"2008-02-08"
213931;"E002302349";"2008-01-23";"2008-04-18"
181366;"B023072717";"2008-01-30";"2008-02-27"
166051;"E002302446";"2008-01-09";"2008-01-23"
188141;"E002302462";"2008-01-16";"2008-03-10"
167630;"E002302647";"2008-01-25";"2008-01-25"
178072;"E002302624";"2008-01-30";"2008-02-21"
169989;"E002302737";"2008-01-30";"2008-01-31"
169949;"E002302756";"2008-01-18";"2008-01-31"
165547;"E002302829";"2008-01-22";"2008-01-22"
175950;"E002302713";"2008-01-29";"2008-02-15"
168650;"E002302837";"2008-01-25";"2008-01-29"
161697;"E002302907";"2008-01-11";"2008-01-14"
177154;"B095838097";"2008-01-29";"2008-02-19"
167567;"E002303523";"2008-01-21";"2008-01-25"
171550;"B089736001";"2008-01-30";"2008-02-07"
177601;"E002303817";"2008-01-22";"2008-02-20"
213705;"E002303687";"2008-01-28";"2008-04-17"
168260;"B095185259";"2008-01-17";"2008-01-28"
167335;"E002304527";"2008-01-16";"2008-01-25"
206706;"E002304619";"2008-01-14";"2008-04-08"
210688;"E002304837";"2008-01-18";"2008-04-15"
212566;"E002304872";"2008-01-22";"2008-04-17"
211375;"E002305208";"2008-01-21";"2008-04-15"
169861;"E002305247";"2008-01-18";"2008-01-31"
216676;"E002305364";"2008-01-29";"2008-04-23"
169848;"E002305518";"2008-01-30";"2008-01-31"
212870;"E002305593";"2008-01-24";"2008-04-17"
175331;"B103069647";"2008-01-29";"2008-02-14"
166411;"B085766933";"2008-01-15";"2008-01-23"
176203;"E002305747";"2008-01-30";"2008-02-18"
188199;"E002305828";"2008-01-23";"2008-03-10"
205528;"E002305844";"2008-01-15";"2008-04-07"
206501;"E002306042";"2008-01-14";"2008-04-08"
214628;"E002306057";"2008-01-28";"2008-04-18"
168806;"B091649676";"2008-01-23";"2008-01-29"
168723;"E002306182";"2008-01-22";"2008-01-29"
211547;"E002306271";"2008-01-18";"2008-04-15"
176990;"B095346821";"2008-01-23";"2008-02-19"
213271;"E002306387";"2008-01-30";"2008-04-17"
176399;"E002273837";"2007-02-18";"2008-02-18"
169699;"B104558911";"2008-01-29";"2008-01-30"
177089;"B095346848";"2008-01-30";"2008-02-19"
177422;"B095346856";"2008-01-30";"2008-02-20"
205701;"E002306352";"2008-01-15";"2008-04-07"
210058;"E002306883";"2008-01-17";"2008-04-14"
205041;"E002306937";"2008-01-12";"2008-04-04"
215192;"E002306921";"2008-01-30";"2008-04-22"
210574;"E002307243";"2008-01-21";"2008-04-14"
177582;"E002307251";"2008-01-23";"2008-02-20"
214887;"E002307308";"2008-01-30";"2008-04-22"
213332;"E002307413";"2008-01-23";"2008-04-17"
214677;"E002307464";"2008-01-29";"2008-04-18"
168413;"E002307391";"2008-01-22";"2008-01-29"
177204;"E002307286";"2008-01-30";"2008-02-19"
215372;"E002307472";"2008-01-30";"2008-04-22"
213280;"E002307596";"2008-01-28";"2008-04-17"
209458;"E002307693";"2008-01-17";"2008-04-11"
214422;"E002307553";"2008-02-01";"2008-04-18"
211048;"E002307731";"2008-01-21";"2008-04-15"
213499;"E002307901";"2008-01-28";"2008-04-17"
207182;"E002307967";"2008-01-16";"2008-04-09"
214861;"E002308417";"2008-01-30";"2008-04-22"
211526;"E002308347";"2008-01-17";"2008-04-15"
171095;"E002308525";"2008-01-15";"2008-02-06"
172335;"E002308576";"2008-01-24";"2008-02-08"
214911;"E002309084";"2008-01-30";"2008-04-22"
209411;"E002308983";"2008-01-16";"2008-04-11"
174831;"E002309157";"2008-02-11";"2008-02-14"
214597;"E002273489";"2008-01-28";"2008-04-18"
212944;"E002309238";"2008-01-25";"2008-04-17"
175523;"E002309181";"2008-01-29";"2008-02-15"
175820;"E002309548";"2008-01-30";"2008-02-15"
173003;"E002309858";"2008-01-16";"2008-02-11"
173821;"E002309904";"2008-01-29";"2008-02-12"
172686;"E002310147";"2008-01-15";"2008-02-11"
176901;"E002310198";"2008-01-18";"2008-02-19"
175432;"E002310187";"2008-01-09";"2008-02-15"
179188;"E002310527";"2008-01-17";"2008-02-25"
162813;"B097303957";"2008-01-11";"2008-01-16"
177899;"E002310759";"2008-02-21";"2008-02-21"
210438;"E002310791";"2008-01-23";"2008-04-14"
167316;"E002311046";"2008-01-23";"2008-01-25"
208626;"E002311364";"2008-01-15";"2008-04-10"
210968;"E002311402";"2008-01-18";"2008-04-15"
206850;"E002311348";"2008-01-15";"2008-04-08"
213318;"E002311542";"2008-01-30";"2008-04-17"
203312;"E002311569";"2008-01-10";"2008-04-02"
206400;"E002311623";"2008-01-14";"2008-04-08"
211618;"E002311704";"2008-01-17";"2008-04-15"
175901;"E002312042";"2008-01-25";"2008-02-15"
204149;"E002312298";"2008-01-11";"2008-04-03"
167562;"E002312697";"2008-01-30";"2008-01-25"
166730;"E002312662";"2008-01-11";"2008-01-24"
203290;"E002312719";"2008-01-10";"2008-04-02"
170950;"E002312603";"2008-01-10";"2008-02-01"
170966;"E002312816";"2008-01-10";"2008-02-01"
204674;"E002312847";"2008-01-14";"2008-04-03"
211436;"E002312905";"2008-01-22";"2008-04-15"
170444;"E002313049";"2008-01-21";"2008-02-01"
171347;"E002313146";"2008-02-01";"2008-02-07"
169983;"E002313227";"2008-01-30";"2008-01-31"
168830;"E002313219";"2008-01-17";"2008-01-29"
170995;"E002313324";"2008-01-16";"2008-02-01"
170100;"E002313308";"2008-01-23";"2008-01-31"
167903;"E002313517";"2008-01-30";"2008-01-28"
215581;"E002313901";"2008-01-31";"2008-04-22"
212567;"E002313827";"2008-01-23";"2008-04-17"
163720;"E002314053";"2008-01-30";"2008-01-17"
210889;"E002314045";"2008-01-21";"2008-04-15"
183045;"E002314002";"2008-02-13";"2008-02-29"
212263;"E002314282";"2008-01-24";"2008-04-16"
171019;"E002314274";"2008-01-28";"2008-02-01"
217194;"E002314347";"2008-02-08";"2008-04-24"
175931;"E002314387";"2008-01-30";"2008-02-15"
176640;"E002314517";"2008-01-16";"2008-02-18"
167780;"E002314467";"2008-01-16";"2008-01-25"
169286;"E002314436";"2008-01-28";"2008-01-30"
214699;"E002314576";"2008-02-07";"2008-04-18"
216099;"E002314703";"2008-02-01";"2008-04-23"
166579;"E002314126";"2008-01-16";"2008-01-24"
204575;"E002314894";"2008-01-11";"2008-04-03"
206445;"E002315009";"2008-01-11";"2008-04-08"
207201;"E002315025";"2008-01-16";"2008-04-09"
213241;"E002315173";"2008-01-23";"2008-04-17"
167827;"E002315386";"2008-01-15";"2008-01-28"
206315;"E002315475";"2008-01-14";"2008-04-08"
172254;"E002315572";"2008-01-15";"2008-02-08"
168420;"E002315688";"2008-01-22";"2008-01-29"
170798;"E002315718";"2008-01-28";"2008-02-01"
172668;"E002315847";"2008-02-01";"2008-02-11"
165189;"R191370807";"2008-01-16";"2008-01-22"
169982;"R191370867";"2008-01-15";"2008-01-31"
173473;"R191370886";"2008-01-24";"2008-02-12"
169487;"R191370894";"2008-01-15";"2008-01-30"
169542;"R191371041";"2008-01-15";"2008-01-30"
173445;"R191371084";"2008-01-29";"2008-02-12"
171170;"R191371122";"2008-01-12";"2008-02-06"
170615;"R191371211";"2008-01-29";"2008-02-01"
169072;"R191371238";"2008-01-15";"2008-01-30"
163142;"R191371254";"2008-01-08";"2008-01-16"
171035;"R191371617";"2008-01-28";"2008-02-01"
171785;"R191371718";"2008-01-31";"2008-02-07"
168404;"R191371726";"2008-01-15";"2008-01-29"
166252;"R191371757";"2008-01-15";"2008-01-23"
167945;"R191371769";"2008-01-22";"2008-01-28"
173819;"R191372641";"2008-01-20";"2008-02-12"
173857;"R191372692";"2008-02-01";"2008-02-12"
164056;"R191372749";"2008-01-10";"2008-01-18"
164422;"R191372781";"2008-01-18";"2008-01-18"
172000;"R191373664";"2008-01-23";"2008-02-08"
166536;"R191373907";"2008-01-14";"2008-01-24"
164530;"R191373915";"2008-01-15";"2008-01-18"
